text_fingerprint,template_group_id,split,label,type
089f2ecf7a0060ec4c6a76b634d28cf6528a77174e505f05eee612db99e58440,tpl_089f2ecf7a00,test,normal,정상공공기관알림
0ecd0dcf395571bef85912c829578a37f48b1db7f5e3fff5b3e9a61397a64e7e,tpl_0ecd0dcf3955,test,normal,정상포인트소멸알림
0f935b495c17081f3459725ecc883099a3928faad7e4f19bb7b7239bfd513e37,tpl_0f935b495c17,test,normal,정상인증알림
102ecec1e3c66b3d3b2fee43a9b766dfbeea6807a2862be01d6e115b97ab909e,tpl_102ecec1e3c6,test,phishing,기타피싱
1116c488651075d129f70068c9bca476f38933cc111f4ace5b9dc1e1eba79073,tpl_1116c4886510,test,normal,정상택배배송안내
13bd6675097bdead5008229ffd67761e4ed70560f3168659fa89f10939e28467,tpl_13bd6675097b,test,normal,정상포인트소멸알림
164d2883399b2a8767b728418210208e6167a9deb5d7a33ee31022f4480e0bfd,tpl_164d2883399b,test,normal,정상인증알림
16634b6ed3f062ce7990f7ba226f1828d9e4f30a27577213b1e3dc2d05aab691,tpl_16634b6ed3f0,test,phishing,투자리딩방사기
1894a32647563dc72f0728d6aeab94e4a7aaa12d67e81ddfe5e36c5549a42bda,tpl_1894a3264756,test,normal,정상인증알림
199bf551133d4838b85d9c75a74ed25b050969e590414726ba5765c7c1dc4741,tpl_199bf551133d,test,normal,정상택배배송안내
1a626e88a5a2a1de70cbba10a3aabe6ad032a5c70a1c8a11f78550399eaa1e40,tpl_1a626e88a5a2,test,normal,정상공공기관알림
1e3d67ae8cf7b7b80e63153ce5e20941a75f5b05ac84972dd4143781ba15404c,tpl_1e3d67ae8cf7,test,normal,정상공공기관알림
23576f72f508b95b4cecd9e89f7a18b040e04dbc0456086c27a79e89f5d0f1ee,tpl_23576f72f508,test,phishing,택배배송사칭
847d1495221bc4c9773db490537d70563700e5bbbb14026708494b17da918b19,tpl_23576f72f508,test,phishing,택배배송사칭
264e8592b2ccda9355dd5fb84c73532ebe89c70c500796499b4fc48341d26bdf,tpl_264e8592b2cc,test,normal,정상택배배송안내
2682fecc1685bca926ba09786e4a95861db2c987de6efe3c6599da7d2dcc5a5c,tpl_2682fecc1685,test,normal,정상인증알림
303d0d960990ea4f6a8b7f198574511895d080de5ca3fea42d04db387185109a,tpl_303d0d960990,test,phishing,이벤트당첨사칭
4cb63f056605307ccd0c5165ac7c87a4a18a487abd5d5b0e003ca5b861f30486,tpl_303d0d960990,test,phishing,이벤트당첨사칭
666ed1deef49b6ebf5e4e00596d707b18410d5263fe93f9d15b5fd537228d6cd,tpl_303d0d960990,test,phishing,이벤트당첨사칭
702bb0b9116eef9c716b3e13db8f39cecc767c3e6357a2f2600385e5c607ce87,tpl_303d0d960990,test,phishing,이벤트당첨사칭
fc976cb4832b678d26ddca1cd6e3a472fe0f36e25dc88b9cd15e926df274e89f,tpl_303d0d960990,test,phishing,이벤트당첨사칭
3086208b9426e2418def415ac4e15b3caa87542c5c78d854ffa3ffdb733a2b71,tpl_3086208b9426,test,normal,정상포인트소멸알림
32ebfadcc9ae33421da8f8246b2309ec4be9846cd569d9ed45df0407b714acc0,tpl_32ebfadcc9ae,test,phishing,이벤트당첨사칭
5d9bc43f9fc6069106615b11d80ef6471b46d313e089c334212a2b6b306337f9,tpl_32ebfadcc9ae,test,phishing,이벤트당첨사칭
360922da735ea60da5223beb530999c60a74ba4a79e0f8ae010165f977bf02e2,tpl_360922da735e,test,phishing,경조사사칭
e3bc2852b94e9fb1ce56dd6d7f2d55062837f8d421e281dead515b7e61fbac86,tpl_360922da735e,test,phishing,경조사사칭
