text_fingerprint,template_group_id,split,label,type
026c053793473fa9420aec855514f1d770f32db3617fe73a95b4009f23f32f54,tpl_026c05379347,test,normal,정상광고프로모션
10473b8eb05ba7f1a3c9e53b8f198a1eabf368220622ab34f18a144595a3dc28,tpl_10473b8eb05b,test,phishing,악성링크앱설치유도
1557dcfad36b6730f102c5ff6e27d502f434473d28bd3d4c280d1bb1a18933ae,tpl_1557dcfad36b,test,normal,정상공공기관알림
1894a32647563dc72f0728d6aeab94e4a7aaa12d67e81ddfe5e36c5549a42bda,tpl_1894a3264756,test,normal,정상인증알림
1af351323caa019f9ed7b5319fbd37271d28b47b309e6ab268dfe6bbcf03f3c3,tpl_1af351323caa,test,phishing,금융기관사칭
3eed09cfd9610e37903a044c8cf7495dbf70af911e25ddccf9e79c00de72692d,tpl_1af351323caa,test,phishing,금융기관사칭
7f7df0856fc59c690f8b800e2a5e6711d0f2b9491166c77164ce44fe65735002,tpl_1af351323caa,test,phishing,금융기관사칭
aeab5a99cd41d424a612aec8ff6d367a09bafc09efb99f2545039889cb2aa79f,tpl_1af351323caa,test,phishing,금융기관사칭
e17e4f59d567ce23152dac10163a6a14552845eb21208885acf3f0a90cd71f66,tpl_1af351323caa,test,phishing,금융기관사칭
1cbc1c63cb36f924cd240ce001b6574c88f31ce7b7c59202d234e86415172478,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
2a53e3e8dedd808213585e7e84c840b0d6b2b401d8739e47cf950f9a897039cb,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
43baacffbac2d00edd0e2b7db8f5b0545a249b5c29f699cd4599faaf2fa0d33e,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
54c91fbd2d2509afca8c29bd6eda30302b8aa0b6a197f9e2e748c3eb876da03c,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
5dc0c00e30379a033731800c8ce74ced3311ab3fa8a0972cc03c1aa097240254,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
7a6c336558ae738c7ff7843312ba0868911489c0a906fa9a4ee6f40429af4078,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
7da6a9cc311e1fc29d507fa983f300754af55fe3c0a77afce5759f21ff2782e4,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
8591b3b79410484e4375ba301300d05e00f08ff37241158e5cada8e5eae7eab3,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
ef92fb22275d0be45e01466f2c2ef2dd2ea06f133d6c3862a9ab75e45c63fde3,tpl_1cbc1c63cb36,test,normal,정상광고프로모션
227f9fc663ef1991db2027e7dedcfe74bbbcc0eb352eb47f38d84a1b0838dba3,tpl_227f9fc663ef,test,phishing,이벤트당첨사칭
ee3cde61975d002ed286ccba5d59c82403a39a896a04276c07a5a3d73f16b7cd,tpl_227f9fc663ef,test,phishing,이벤트당첨사칭
23576f72f508b95b4cecd9e89f7a18b040e04dbc0456086c27a79e89f5d0f1ee,tpl_23576f72f508,test,phishing,택배배송사칭
847d1495221bc4c9773db490537d70563700e5bbbb14026708494b17da918b19,tpl_23576f72f508,test,phishing,택배배송사칭
23c0421d05ac9f4fc84035fd8a50d0c834a16f43a25b6ecbed006c3108367505,tpl_23c0421d05ac,test,normal,정상금융알림
2b2bd4c45551756af858833575827ffed2b275a9c098651947354d6a54c7f79e,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
399a9dd23bc2721c744e66b47a3dda68ea014d389759d321e789dcf85ec25db1,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
69b477846af50c596beb778658f7a63c6ab83e7769dcc8683d6f29f1b00719d0,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
86366f74f763defafaf47e5011e76653439731f01156a4d1d8aa4dda2ee1a770,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
9c3d323f805da246c4d9de85734e096f33b087528d91df649c1cfe8db15c377a,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
a3472ca0bdc6f99eab9979f0588cc55e2568d141fac4b5fe7508b0b3c7914ca3,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
b6917519cba2a40834b95ea6fa3928965a9d516789498b2581e4e5ea2da3faf0,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
b86963dca71859059c9c38ccb4df0c1409c6836f87be40fd64d361f5e790bdeb,tpl_2b2bd4c45551,test,phishing,이벤트당첨사칭
3022ebd3bbaac8d492698e60c02c7f9f28c94f9f32aaa4c9289f441e3b7aa0b8,tpl_3022ebd3bbaa,test,normal,정상공공기관알림
38cefc95912a9eedc16b6882a36769bac4046b90ee24b3bf68f6251db7c6edf0,tpl_38cefc95912a,test,normal,기타정상
3a9d8fb8ae15bff657376c41a7b5f167435dc4a237dda54e503d894d3a0c9fc5,tpl_3a9d8fb8ae15,test,normal,정상카드결제알림
462f9e2588e6766079f659638629c75a62d25ab79554cc6efef23687d0810398,tpl_3a9d8fb8ae15,test,normal,정상카드결제알림
5ad5b9a5a0ccac50101757bc42636299f5d01ebe8399764cf1132e5bf5f2e9d8,tpl_3a9d8fb8ae15,test,normal,정상카드결제알림
6450ca7e146bba2c492a0811da17a9367b503493c5b03f704f5dc78d1c52ae40,tpl_3a9d8fb8ae15,test,normal,정상카드결제알림
3aea81a6fb5e6cf518b798c515bdffee8db92ef1dcaed83ca2cc171277692055,tpl_3aea81a6fb5e,test,normal,정상포인트소멸알림
3bdbd0c5e6d513d0e0a6da1591e6a0b4c17bb28b951041f3fa75d74a9b0a4567,tpl_3bdbd0c5e6d5,test,normal,정상공공기관알림
497a4125d43a77d0a81bfb61833ed65e914ccc66ea754b08479a58cf570d41b1,tpl_3bdbd0c5e6d5,test,normal,정상공공기관알림
3e6d4cfe2fc8f1cce1518622632ea2f3fb5998fd42ee64414e27d84c85f0f35e,tpl_3e6d4cfe2fc8,test,normal,일상대화
40effa08f76d5f67a25a0c0369c47e88bc4358eafe60b72c8314f986459ecb8d,tpl_40effa08f76d,test,normal,일상대화
4193a250cddd975b2902c443c0cf290e8fc4cf31aa76c8d4abcae7d3aabbdd46,tpl_4193a250cddd,test,normal,정상광고프로모션
44ac70c22435964a956e8332fbac2a1a4f66d2c0d7cb8a99f3c72ea159ff15fe,tpl_44ac70c22435,test,normal,일상대화
459f91d709a6bb14924f640205afe1652a45c18a6b3a5aff6881e7f6f62805a9,tpl_459f91d709a6,test,normal,일상대화
468db9f88f6a77b1c3272e864c414ca57f7800fd2752818194307b310883632e,tpl_468db9f88f6a,test,normal,정상인증알림
482ef4cac8ac52e85cd3af5ca82f8b756d274a9f77631a630ae310a63b5d6a16,tpl_482ef4cac8ac,test,phishing,이벤트당첨사칭
85ff48cd85229e66bbfab8aa5a892988e2f29dfe7725af9f0b34406b708b4e6e,tpl_482ef4cac8ac,test,phishing,이벤트당첨사칭
488f4f0fb3d03b9edf2f005449a4724573e8b2a888d51ae0ae1a23d608d79652,tpl_488f4f0fb3d0,test,normal,정상포인트소멸알림
48f4a00d2002afdae755933fcc3731e1794dae8f311d0c8e463c9061314e4172,tpl_48f4a00d2002,test,phishing,경조사사칭
51ca4ada569ec3290d4d43a3e0df9494795604a0839b8f3c7c70a8d2e02837e6,tpl_51ca4ada569e,test,normal,일상대화
548e485bfdcafd221a48c1200afd9ef10757b6f29dd00591473fc6da9f9aa16c,tpl_548e485bfdca,test,phishing,복합피싱
5a40c3f63bec6e17241934bb1eaa1f04034fab09c6fc824f10926c01fc71e43d,tpl_5a40c3f63bec,test,normal,일상대화
5a891d2da15231338edf5e98401e9a1defc448969b9414c1c3a886e4ab3f7008,tpl_5a891d2da152,test,normal,정상인증알림
5d4616eb1572c89422f12cd69866d86e357bc5f0991a8366cb1d98ce042d5d81,tpl_5d4616eb1572,test,normal,정상광고프로모션
608e8d7acd6888da88437f8f51bbf97e138d94d6710138d1c1507e1ec08f1cf7,tpl_608e8d7acd68,test,phishing,기타피싱
7361bcc4601a23c036cf990689fd4e8891a59e301d38cb3ccd41a8e92f5879a6,tpl_608e8d7acd68,test,phishing,기타피싱
614a880be44d0b2f10635f5fca645439da84840f4e16ab13fb833f87a9161b0b,tpl_614a880be44d,test,normal,정상택배배송안내
6656d893e715707986ace247f6e886eb86c49970a175de9851f2da3553a57d4f,tpl_6656d893e715,test,normal,기타정상
6954d76bffa4df64d32eece72440e5da18f1f6546b2f98ec65b344bbdfac4056,tpl_6954d76bffa4,test,phishing,금융기관사칭
b9d87b03878c6d21e555baac6698d2371eecb7bbc3e4a0a0d6ca97640535e6cb,tpl_6954d76bffa4,test,phishing,금융기관사칭
6963063fc3c9796c06e46059dbbcd00d021b820b9d2374a82313f617fa65820f,tpl_6963063fc3c9,test,phishing,중고거래사기
6dc0226034f1ff47ab4b3951cbab80e7ec8f1f32bd9260259dec9066422239ad,tpl_6dc0226034f1,test,phishing,금융기관사칭
be368783e22c852fa68bb0b019860bdfecc281d023da26cfc09dc60dab0b1fb5,tpl_6dc0226034f1,test,phishing,금융기관사칭
6f89ff3aa2cac87229f14f8a932449ed87a5fba73be728a81a573b6796228f22,tpl_6f89ff3aa2ca,test,normal,정상택배배송안내
740f666aa55ba32be0a4497f55b68d7252b36af6a7f6b007a5dba150c343a141,tpl_740f666aa55b,test,normal,일상대화
77278a2e5683eafd5419c0275eb61bd2678328fca4fd4d5934aed15d50930fca,tpl_77278a2e5683,test,normal,일상대화
79b9110cf4fd610bf4aa9b19057e3a2c370059f97197a16072b58c4c48fd05fa,tpl_79b9110cf4fd,test,phishing,대출사기
79f9661919d5f78c3246a4ea5bb5bc33ba4b9594a619197c1799297552786111,tpl_79f9661919d5,test,normal,일상대화
7e2093940c1fecf2831db0aa5479aba5c2c97af387ae199063428d277cfbb822,tpl_7e2093940c1f,test,normal,정상광고프로모션
84334b779d175af9b56b7585774a9ea557d49b73da1a08052e7e185d778bd856,tpl_84334b779d17,test,normal,정상택배배송안내
87c53c92be04cbe7ef8bc66d1ffa4fc144be24a31a6f8f970e229a99c0388126,tpl_87c53c92be04,test,phishing,투자리딩방사기
88c4a0be05b182ff863b4811cef0c940910a9fc4f01caf9ceffdd41b7842bd59,tpl_88c4a0be05b1,test,normal,정상인증알림
89a3aa09779e79164ca091cc601492e2a04c3b3df48b4f946621c7840b05a458,tpl_89a3aa09779e,test,phishing,경조사사칭
8a49c70411785cf68db1adf84409ee9233b631cc3457c6812c4109c8e39f9307,tpl_8a49c7041178,test,phishing,택배배송사칭
e0f25370733c7e2fadc7b1b56f10bf57bb631190b4be573aa628ef19f03b3eaf,tpl_8a49c7041178,test,phishing,택배배송사칭
8b2c2657a3dbdce16eab281d981ef4075aa33e336c7722cc2f6824166edb2ad3,tpl_8b2c2657a3db,test,normal,일상대화
8e7be615a41ee7c1d9a183ff0966fa02be2f37d0cc15eac763fe0763f0eddfec,tpl_8e7be615a41e,test,normal,일상대화
8e9714ed980177bb812ac4b4382e05c76f7df4150fdb717f838a32a8c22c887e,tpl_8e9714ed9801,test,phishing,경조사사칭
8ece846d6aebf5ca40869d953f964040ac26a6f45f4e6c51374d8db5dcf36333,tpl_8ece846d6aeb,test,normal,정상광고프로모션
9016fc1941d59ccb91ef9ed928c349c368fc5f2ec58048a1a15f798f8c9de47b,tpl_9016fc1941d5,test,normal,정상광고프로모션
94d73d5e81935a71325a923be30e7f7fd750c21e24822489df33265bf7ab1ad7,tpl_94d73d5e8193,test,normal,정상인증알림
9a0ccdc653a1b419e18959b07bb5430d1f4f84ec49401574e9fc4468d294602f,tpl_9a0ccdc653a1,test,phishing,계정정지본인인증유도
9cd0a8fbce8f6e41f22b3ec11de1128c3f8adca9a9e7b75e67658895b590ff2a,tpl_9cd0a8fbce8f,test,phishing,정부공공기관사칭
b8426f5e8c67eb9a82e09c6c9c52a1c1b63935a7944a57c84fcda7c393578ab8,tpl_9cd0a8fbce8f,test,phishing,정부공공기관사칭
bec929960b9b614d52422c6eb39c7c514fdb558815c10ab295dd6e380c427838,tpl_9cd0a8fbce8f,test,phishing,정부공공기관사칭
dedd15661ac4ac98e702afa8454c457bc5d88f1926cf67cfa8c09ca218b478f7,tpl_9cd0a8fbce8f,test,phishing,정부공공기관사칭
f9d420f69dce5ec06362b2c9f8348b3924d911bb203a19bb53efff1113130dfb,tpl_9cd0a8fbce8f,test,phishing,정부공공기관사칭
9dcd508385eaacc630f2dd8e009a2e7205d0b01c7d33adb2ac78e4ef69ae82d7,tpl_9dcd508385ea,test,normal,일상대화
9f13306155e48b485b4002270dbbd58fdc786e266bf6d4784bf0fc02531b575a,tpl_9f13306155e4,test,normal,정상광고프로모션
a0d2d59f63390887bd0bd9e2dc90c4a0af67bec8b87579c1982fa335d1136a04,tpl_a0d2d59f6339,test,phishing,채용부업사기
a196e1412916fbb36598f894179470f9caf254d5e48c2c3e8d380e0284e3d271,tpl_a196e1412916,test,phishing,경조사사칭
a37afafc14fd1cc7025e30a8dfdb77ba4fe2e7b64f265f4ce9ce214586670d27,tpl_a37afafc14fd,test,phishing,경조사사칭
a4e0ae3d2d6c2869ed1693c3d6889cea119d3793c2c32d1ab6f84cff9eb497bc,tpl_a4e0ae3d2d6c,test,phishing,정부공공기관사칭
a6c36ace707ecbb79e1d8081bf262c9ec72179931e3f4845e6f0988393880e57,tpl_a6c36ace707e,test,phishing,정부공공기관사칭
a864eafe5606bb28e25161425f85622df771fa89d63cea3bfc1a9203ee8cded8,tpl_a864eafe5606,test,normal,일상대화
aa3767924ec276839cc80113cc88cced1ead09cac5c54cf76298c9221358d2c8,tpl_aa3767924ec2,test,normal,기타정상
aa812de921e16a8d61be0f1462062e79d37d4d7d101add6e975628067512486f,tpl_aa812de921e1,test,normal,정상인증알림
ab98406d8fcec61c853ccd8b1b530a0f9a8b82378f80683ec1b90431a5dd963a,tpl_ab98406d8fce,test,normal,일상대화
adc7fc0e8a2b70913e7afed7b4f73059a169de47506765a33855ee624867db00,tpl_adc7fc0e8a2b,test,normal,정상택배배송안내
ae5d6271815304ae1d6c8b04c52500d7dd01621c28683e87bf7b7381d3fe166a,tpl_ae5d62718153,test,normal,정상인증알림
b08ed2c4b56003c6e7ea8ca3222567c29d3220934337557b944ae9d234788460,tpl_b08ed2c4b560,test,normal,정상광고프로모션
b0ee7f0d10f792c78a00e110252b08f628780f45de3ba370337817637eaf59a5,tpl_b0ee7f0d10f7,test,normal,정상광고프로모션
b1c8be95c9ab6584c0b777203c854a975f01211ed0d120cd4d0ad91e8797188d,tpl_b1c8be95c9ab,test,phishing,택배배송사칭
b26a3e3b2577a322b081d8a796b4acdd45bc7aeec2308fb4b5d8c6a6b210c5bb,tpl_b26a3e3b2577,test,normal,일상대화
b315c7f8524bb1df633ae6b9923de27ad8b7ff24028bc77d905c3582d052cca2,tpl_b315c7f8524b,test,normal,기타정상
b4a66508996a93c64c3bcbb8530577876d8742369e29d7718a791ded903e4c07,tpl_b4a66508996a,test,normal,정상광고프로모션
b686a63621b386fe88f773d8c555db9530d1f98c33331ba0698a6f2210252549,tpl_b686a63621b3,test,normal,기타정상
b69b277ba38103d07215834dea7fe4c4dc22b263ff19287acefaed9251910ff9,tpl_b69b277ba381,test,normal,일상대화
b6b057b5ff1c2ebf44d6b78e163265550a186a0060cadb0e88c96d9195050ccd,tpl_b6b057b5ff1c,test,normal,정상공공기관알림
b6e4ede286a388a6f2cb020b5339c706df7d9993141619aec1790ac66dd7a2e8,tpl_b6e4ede286a3,test,normal,정상광고프로모션
b8f97fd4f98f0ea87972c06732d06b016abb723c20defe31b013d68d304f2524,tpl_b8f97fd4f98f,test,normal,정상광고프로모션
b93feee0fa35ab4e4d59776d615c8c46daf29cef2db518610430433e2dbe07e7,tpl_b93feee0fa35,test,normal,정상금융알림
bbdeb2a98386ef47f613da2fd2b057a3a99cb0d599f270453df4f12601968102,tpl_bbdeb2a98386,test,phishing,이벤트당첨사칭
bc3b13fca22b21b1775c4f7c6b91a5a22edecbe0454b3b8476fc9c7abb32f788,tpl_bc3b13fca22b,test,normal,정상인증알림
bce074432ea37f4b3a0bfd41ca2dbd8a671dc1e27a28a19ae6594c31b2af8d44,tpl_bce074432ea3,test,normal,정상금융알림
bf441f2256a139b25ae45c3191c7c8104c8bf93415153aa2da91b9800b88bcc3,tpl_bf441f2256a1,test,normal,일상대화
c2d2515cba96ebce2c786f683b354ccd4cda67efab73039edac2f5b232400c22,tpl_c2d2515cba96,test,normal,정상광고프로모션
c42325497d5d0640c862448ad718c6256632f8a52996b01e5377f0b37477f601,tpl_c42325497d5d,test,phishing,결제환불사칭
c54dfa3b24a493b38a0758d1e2081e0113661d38f18c2a361e86c4cc908e708d,tpl_c54dfa3b24a4,test,normal,기타정상
c59a9ef33ffefd6ddbcb97bfc72f9034019713d14286e674ca49f5be837e3045,tpl_c59a9ef33ffe,test,normal,정상광고프로모션
c8d52f4ad56d8141cd7ce120a5dc1e975b865d45d9859b0d0249166e4e64e47b,tpl_c8d52f4ad56d,test,phishing,경조사사칭
cab9e173c467f9cecd3a9c02de198776e7e549ec1023d0e4917abb9de53f3b26,tpl_cab9e173c467,test,normal,정상인증알림
d4e9d751244f817105386be79d80cfacdfaeabaeee1cf4770820980070080b8c,tpl_d4e9d751244f,test,normal,정상공공기관알림
d9d344cf0e56997a3596d5f23120584b6d6248e807a7d9fa7faecc8b11d33c08,tpl_d9d344cf0e56,test,normal,정상광고프로모션
dc3b31cf3ae71d5c7accc6ac74255783ae77a04394219d290d1b53f7d791213c,tpl_dc3b31cf3ae7,test,normal,정상택배배송안내
