text,label,type,has_url,source,review_status,reviewer,review_note
"[현대카드] 체크카드 출금 안내 - CGV 78,000원 출금 잔액 3,200원",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[비씨카드] 할부 전환 안내 - 이마트 23,000원 결제건이 3개월 할부로 전환됐습니다.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[신한카드] 연회비 5,500원이 청구되었습니다. 이용 내역은 앱에서 확인하세요.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[하나카드] 승인취소 5,500원 쿠팡 02/25 8:52",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[KB국민카드] 자동이체 결제 안내 - 이디야커피 정기결제 78,000원이 처리됐습니다.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[씨티카드] 이용하신 카드가 정상 승인되었습니다. 금액: 61,000원 가맹점: CGV",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[KB국민카드] 이용하신 카드가 정상 승인되었습니다. 금액: 3,200원 가맹점: 교보문고",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
[롯데카드] 해외승인 USD 63.28 교보문고 02/18,normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
[삼성카드] 카드 재발급이 완료되어 발송됐습니다. 수령 후 즉시 사용 등록해주세요.,normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[우리카드] 연회비 5,500원이 청구되었습니다. 이용 내역은 앱에서 확인하세요.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[씨티카드] 할부 전환 안내 - 스타벅스 61,000원 결제건이 6개월 할부로 전환됐습니다.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
[비씨카드] 분실신고가 접수되어 카드 사용이 정지되었습니다. 재발급은 앱에서 신청하세요.,normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[우리카드] 승인취소 34,500원 맥도날드 08/22 12:15",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
[KB국민카드] 카드 재발급이 완료되어 발송됐습니다. 수령 후 즉시 사용 등록해주세요.,normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[씨티카드] 할부 전환 안내 - 배달의민족 45,000원 결제건이 12개월 할부로 전환됐습니다.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[NH농협카드] 체크카드 출금 안내 - 배달의민족 61,000원 출금 잔액 5,500원",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[비씨카드] 자동이체 결제 안내 - CGV 정기결제 8,900원이 처리됐습니다.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[현대카드] 체크카드 출금 안내 - 다이소 27,600원 출금 잔액 3,200원",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[비씨카드] 할부 전환 안내 - 맥도날드 128,000원 결제건이 9개월 할부로 전환됐습니다.",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[우리카드] 체크카드 출금 안내 - 맥도날드 34,500원 출금 잔액 61,000원",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
"[Web발신] 삼성카드 체크카드 156,000원 출금 이마트 잔액 15,800원",normal,정상카드결제알림,False,synthetic_normal_v3,APPROVED,Gibeom,"정상카드결제알림/정상포인트소멸알림/정상택배배송안내 3개 유형 학습-판정셋 분포 갭 보강(#102 2차). 어색한 문장·중복 표현·비현실적 금액 등 1차 검토에서 지적된 문제 전부 수정 완료, 성능 실험(v9)으로 타겟 유형 오탐 감소 확인 후 승인."
